Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
ShareChat,technology,Unknown,500000000.0,Bangalore,ShareChat is a social networking and regional content platform.,2021
WiT-ACE,education_and_learning,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021
Spinny,technology,Series C,65000000.0,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021
Alteria Capital,technology,Debt,150000000000.0,Mumbai,Alteria Capital is a Venture debt firm .,2021
Safexpay,technology,Unknown,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021
PumPumPum,real_estate_and_construction,Pre-series A,700000.0,Gurugram,Pumpumpum is a car rental company.,2021
Speciale Invest,technology,Unknown,10000000.0,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021
Eunimart,e_commerce,Pre-series A,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021
Meesho,e_commerce,Unknown,300000000.0,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021
CareerLabs,education_and_learning,Unknown,2200000.0,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021
Uable,education_and_learning,Pre-series A,35000000.0,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021
Zoko,technology,Seed,140000000.0,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021
GetWork,technology,Seed,200000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021
Easebuzz,e_commerce,Series A,4000000.0,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021
Chingari,technology,Unknown,13000000.0,Bangalore,Chingari operates as a short video platform.,2021
DusMinute,technology,Pre-series A,1100000.0,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021
Onsurity,health_and_wellness,Unknown,3500000.0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021
Karbon Card,technology,Unknown,3500000.0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021
Factors.AI,technology,Unknown,2000000.0,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021
Elevar,sports_and_gaming,Unknown,2000000.0,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021
Studio Sirah,technology,Unknown,800000.0,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021
OTO Capital,technology,Unknown,6000000.0,Mumbai,The Future Of Vehicle Ownership!,2021
1Bridge,technology,Unknown,2500000.0,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021
Skeps,technology,Unknown,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021
Curefoods,automotive_and_transportation,Unknown,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021
TartanSense,technology,Unknown,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021
Bewakoof,technology,Unknown,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021
Kirana247,technology,Unknown,1000000.0,Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021
FanPlay,technology,Unknown,1200000.0,Unknown,A real money game app specializing in trivia games,2021
NeoDocs,health_and_wellness,Unknown,3500000.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021
IsGoingOnline,technology,Unknown,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021
Camp K12,education_and_learning,Unknown,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021
Elda Health,health_and_wellness,Unknown,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021
Sporjo,technology,Unknown,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021
Advantage Club,technology,Unknown,1700000.0,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021
SuperGaming,sports_and_gaming,Unknown,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021
Ruptok,technology,Unknown,1000000.0,Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021
TartanSense,technology,Series A,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021
Kirana247,technology,Pre-series A,1000000.0,Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021
NeoDocs,health_and_wellness,Pre-Seed,3500000.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021
IsGoingOnline,technology,Pre-series A,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021
Camp K12,education_and_learning,Series A,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021
Elda Health,health_and_wellness,Seed,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021
Sporjo,technology,Pre-series A,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021
SuperGaming,sports_and_gaming,Series A,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021
O’ Be Cocktails,technology,Unknown,400000.0,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,2021
Zetwerk,manufacturing_and_industrial,Series E,150000000.0,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021
AppsForBharat,technology,Seed,4000000.0,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021
Imagimake,technology,Unknown,3500000.0,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021
Khatabook,finance_and_banking,Series C,100000000.0,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021
Smytten,technology,Series A,6000000.0,Gurugram,India's largest premium discovery and trial platform!,2021
Syook,manufacturing_and_industrial,Series A,1000000.0,Bangalore,Syook is building the next generation enterprise IOT platform.,2021
Akudo,technology,Pre-Seed,3500000.0,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021
NOTO,technology,Pre-series A,500000.0,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021
Lumiq,technology,Seed,2000000.0,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021
CommerceUp,technology,Seed,3500000.0,Gurugram,Grow and manage ecommerce business from single dashboard,2021
Breathe Well-being,health_and_wellness,Series A,5500000.0,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021
Hike,technology,Unknown,3500000.0,Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021
House of Kieraya,fashion_and_lifestyle,Unknown,15000000.0,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2021
goEgoNetwork,automotive_and_transportation,Unknown,2000000.0,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021
Probus,technology,Bridge,500000.0,Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021
DrinkPrime,technology,Unknown,1000000.0,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021
Smart Express,technology,Seed,10000000.0,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021
Smallcase,technology,Series C,40000000.0,Bangalore,Smallcase is a new way to invest in the stock markets.,2021
SATYA MicroCapital,finance_and_banking,Unknown,10000000.0,Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021
Snack Amor,automotive_and_transportation,Unknown,3500000.0,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021
Postman,technology,Series D,225000000.0,Bangalore,Postman is the collaboration platform for API development.,2021
Hashnode,technology,Series A,6700000.0,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021
RACEnergy,automotive_and_transportation,Seed,1300000.0,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021
BharatPe,technology,Debt,20000000.0,Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021
Gyde,technology,Seed,250000.0,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021
BatteryPool,automotive_and_transportation,Seed,3500000.0,Pune,Building the Operating System for managing Electric Vehicles in fleets.,2021
AgNext,agriculture_and_food,Series A,21000000.0,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021
Xpresslane,technology,Pre-Seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021
LoanKuber,finance_and_banking,Pre-series A,1200000.0,Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021
OYO,health_and_wellness,Series F2,5000000.0,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,2021
Rapido,technology,Unknown,52000000.0,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021
YPay,technology,Unknown,400000.0,Noida,YPay Card is the new way to manage money.,2021
SleepyCat,technology,Unknown,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021
Ultrahuman,health_and_wellness,Unknown,17500000.0,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021
UpScalio,e_commerce,Unknown,42000000.0,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021
Yellow Class,education_and_learning,Unknown,6000000.0,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021
Yojak,marketing_and_advertising,Unknown,3800000.0,Gurugram,India’s first B2B online marketplace for building material.,2021
CreatorStack,technology,Unknown,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,2021
Expertrons,education_and_learning,Unknown,2300000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021
Rage Coffee,automotive_and_transportation,Unknown,5000000.0,Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021
Klub,finance_and_banking,Unknown,20000000.0,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021
Navia Life Care,health_and_wellness,Unknown,1000000.0,Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2021
1K Kirana Bazaar,technology,Unknown,7000000.0,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,2021
Zupee,sports_and_gaming,Unknown,30000000.0,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021
Locale.ai,travel_and_tourism,Unknown,1000000.0,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,2021
VerSe Innovation,technology,Unknown,450000000.0,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021
MetroRide,automotive_and_transportation,Unknown,3500000.0,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",2021
Miko,technology,Unknown,28000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021
Whiz League,education_and_learning,Unknown,300000.0,Delhi,Revolutionizing learning experience that goes beyond academia,2021
Hash,agriculture_and_food,Unknown,3500000.0,Delhi,Hash is a new startup in consumer goods.,2021
Unacademy,education_and_learning,Unknown,3500000.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021
Log 9 Materials,technology,Series A,8500000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021
upGrad,education_and_learning,Unknown,25000000.0,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021
FlashPrep,education_and_learning,Pre-Seed,500000.0,Bangalore,FlashPrep is the smart way to master learning.,2021
Kenko Health,finance_and_banking,Pre-series A,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021
Wiz Freight,technology,Seed,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021
Credgenics,finance_and_banking,Series A,25000000.0,Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021
BlueLearn,education_and_learning,Pre-Seed,400000.0,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021
NimbleBox.ai,technology,Seed,1000000.0,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021
Pickrr,technology,Series B,12000000.0,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021
Stellaris Venture Partners,finance_and_banking,Unknown,225000000.0,Bangalore,Early-stage tech VC in India.,2021
Grip Invest,finance_and_banking,Series A,3000000.0,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021
Heads Up For Tails,health_and_wellness,Series A,37000000.0,Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021
Blue Tokai Coffee Roasters,automotive_and_transportation,Pre-series B,2000000.0,Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021
Neeman,technology,Series A,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021
BharatPe,technology,Series E,370000000.0,Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021
GoSats,technology,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021
StockGro,technology,Pre-series A,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2021
Onsurity,health_and_wellness,Series A,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021
Khabri,technology,Pre-series A,2000000.0,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021
Celcius,technology,Unknown,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021
AyuRythm,health_and_wellness,Seed,3500000.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021
Enguru,education_and_learning,Pre-series A,3500000.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021
Rocket Skills,education_and_learning,Pre-Seed,200000.0,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021
RenewBuy,technology,Series C,10000000.0,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021
Faarms,agriculture_and_food,Seed,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021
UrbanMatrix Technologies,technology,Unknown,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021
Jupiter,finance_and_banking,Series B,44000000.0,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021
Pixuate,technology,Seed,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021
Playo,technology,Pre-series A,500000.0,Bangalore,Playo is a one stop destination app for all things sports,2021
Toothsi,health_and_wellness,Series B,20000000.0,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021
Soothe Healthcare,technology,Series C,10000000.0,Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021
Goodmeetings,technology,Series A,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2021
Apnaklub,retail_and_consumer_goods,Seed,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021
ChefKart,technology,Pre-Seed,300000.0,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021
Fashinza,technology,Series A,20000000.0,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2021
Fabheads,manufacturing_and_industrial,Pre-series A,3500000.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021
QuickShift,technology,Seed,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021
StackBOX,technology,Unknown,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,2021
MedPrime Technologies,health_and_wellness,Seed,3500000.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021
infra.market,real_estate_and_construction,Series D,125000000.0,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021
CollegeDekho,e_commerce,Series B,35000000.0,Gurugram,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021
BOX8,automotive_and_transportation,Unknown,40000000.0,Mumbai,India's Largest Desi Meals Brand,2021
Simpl,technology,Series B,40000000.0,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021
8i Ventures,finance_and_banking,Unknown,50000000.0,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021
PayGlocal,finance_and_banking,Series A,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021
Curefit,health_and_wellness,Unknown,145000000.0,Bangalore,Tata Digital-backed Curefit,2021
Pocket FM,technology,Series B,22000000.0,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021
CHARGE+ZONE,automotive_and_transportation,Unknown,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021
PlanetSpark,education_and_learning,Series B,13000000.0,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021
LenDenClub,finance_and_banking,Series A,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021
CometChat,technology,Series A,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021
AgroStar,agriculture_and_food,Series D,70000000.0,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021
Bizongo,technology,Series D,100000000.0,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021
Probus Insurance,finance_and_banking,Unknown,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2021
MoEngage,technology,Series D,30000000.0,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021
CloudSEK,technology,Series A,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021
Exponent Energy,automotive_and_transportation,Pre-series A,5000000.0,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2021
Trinkerr,finance_and_banking,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021
Zorro,technology,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021
Ultraviolette,automotive_and_transportation,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021
NephroPlus,health_and_wellness,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021
Unremot,technology,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2021
FanAnywhere,finance_and_banking,Seed,3500000.0,Bangalore,Celebrity NFT platform,2021
PingoLearn,e_commerce,Unknown,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021
Spry,technology,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021
Enmovil,technology,Pre-series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021
ASQI Advisors,finance_and_banking,Pre-series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021
Insurance Samadhan,finance_and_banking,Pre-series A,725000.0,Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021
Evenflow Brands,technology,Unknown,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021
MasterChow,automotive_and_transportation,Seed,461000.0,Hauz Khas,A ready-to-cook Asian cuisine brand,2021
Fullife Healthcare,health_and_wellness,Unknown,22000000.0,Unknown,Varun Khanna,2021
MoEVing,unknown,Unknown,1000000.0,Gurugram,"Vikash Mishra, Mragank Jain",2021
Pristyn Care,health_and_wellness,Series E,96000000.0,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021
Plix,health_and_wellness,Series A,5000000.0,Mumbai,Plant-based nutraceutical firm,2021
Uni Cards,finance_and_banking,Series A,70000000.0,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021
Practically,e_commerce,Unknown,5000000.0,Hyderabad,An experiential learning app for grades 6th to 12th.,2021
Nestasia,technology,Series A,4000000.0,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021
Vedic Cosmeceuticals,fashion_and_lifestyle,Series A,32000000.0,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021
Juspay,technology,Series C,60000000.0,Bangalore,Enable frictionless payments for the billion Indians.,2021
TranZact,technology,Series A,7000000.0,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2021
Atomberg,technology,Unknown,20000000.0,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021
Ola,automotive_and_transportation,Unknown,500000000.0,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021
Mohalla Tech,technology,Series G,266000000.0,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021
Stack,finance_and_banking,Seed,4500000.0,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021
PropReturns,real_estate_and_construction,Unknown,1200000.0,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021
WeSkill,e_commerce,Pre-Seed,4000000.0,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021
Fitpage,health_and_wellness,Unknown,300000.0,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021
ShopMyLooks,technology,Unknown,200000.0,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021
ByteLearn,e_commerce,Seed,9500000.0,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021
Dista,technology,Seed,1200000.0,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021
OfBusiness,finance_and_banking,Unknown,325000000.0,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021
Bizongo,e_commerce,Series D,100000000.0,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2021
FRND,technology,Series A,6500000.0,Bangalore,FRND is an audio dating app for Bharat,2021
Metadome,technology,Pre-series A,4000000.0,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021
Keka HR,technology,Unknown,1600000.0,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021
The Gourmet Jar,automotive_and_transportation,Unknown,150000.0,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021
Flo Mobility,manufacturing_and_industrial,Unknown,400000.0,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021
Yodacart,e_commerce,Pre-Seed,225000.0,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021
TheHouseMonk,real_estate_and_construction,Unknown,5000000.0,Bangalore,A complete property management software platform for team&customers.,2021
Zepto,e_commerce,Unknown,100000000.0,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021
Sirona Hygiene,health_and_wellness,Unknown,10000000.0,Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2021
Jumbotail,e_commerce,Series C,85000000.0,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021
Captain Fresh,technology,Series B,40000000.0,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021
Deciwood,technology,Unknown,200000.0,Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021
Kohbee,e_commerce,Pre-Seed,235000.0,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021
Perfora,technology,Pre-Seed,260000.0,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021
Unbox Robotics,technology,Series A,7000000.0,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021
Ninety One,technology,Series A,30000000.0,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021
Gobillion,technology,Seed,2900000.0,Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021
RIPPLR,technology,Pre-series B,12000000.0,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,2021
SK Finance,finance_and_banking,Series F,53000000.0,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021
Eggoz,automotive_and_transportation,Series A,3500000.0,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021
Fabriclore,technology,Pre-series A,700000.0,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021
Veefin,technology,Unknown,3000000.0,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021
